AAEL000001	bystin
AAEL004505	serine collagenase 1 precursor, putative
AAEL004506	hypothetical protein
AAEL004507	valacyclovir hydrolase
AAEL004508	hypothetical protein
AAEL004509	conserved hypothetical protein
AAEL004510	hypothetical protein
AAEL004511	conserved hypothetical protein
AAEL004512	zinc finger protein
AAEL004513	neurotransmitter gated ion channel
AAEL004514	conserved hypothetical protein
AAEL004515	conserved hypothetical protein
AAEL004516	conserved hypothetical protein
AAEL004517	conserved hypothetical protein
AAEL004518	Clip-domain serine protease, family C.
AAEL004519	conserved hypothetical protein
AAEL004520	cAMP/cgmp cyclic nucleotide phosphodiesterase
AAEL004521	conserved hypothetical protein
AAEL004522	Gambicin,Anti-Microbial Peptide.
AAEL004523	preprotein translocase secy subunit (sec61)
AAEL004524	Clip-domain serine protease, family C.
AAEL004525	hypothetical protein
AAEL004526	conserved hypothetical protein
AAEL004527	mitochondrial ribosomal protein S7
AAEL004528	hypothetical protein
AAEL004529	glyoxylate/hydroxypyruvate reductase
AAEL004530	zinc finger protein
AAEL004531	hypothetical protein
AAEL004532	glyoxylate/hydroxypyruvate reductase
AAEL004533	GPCR Metabotropic glutamate Family
AAEL004534	conserved hypothetical protein
AAEL004535	hypothetical protein
AAEL004536	conserved hypothetical protein
AAEL004537	hypothetical protein
AAEL004538	n-acetylgalactosaminyltransferase
AAEL004539	hypothetical protein
AAEL004540	Clip-domain serine protease, family C.
AAEL004541	conserved hypothetical protein
AAEL004542	ceramide kinase
AAEL004543	trypsin, putative
AAEL004544	proteophosphoglycan, putative
AAEL004545	conserved hypothetical protein
AAEL004546	coatomer beta subunit
AAEL004547	conserved hypothetical protein
AAEL004548	conserved hypothetical protein
AAEL004549	synapsin
AAEL004550	hypothetical protein
AAEL004551	conserved hypothetical protein
AAEL004552	conserved hypothetical protein
AAEL004553	conserved hypothetical protein
AAEL004554	conserved hypothetical protein
AAEL004555	hypothetical protein
AAEL004556	hypothetical protein
AAEL004557	sulfotransferase (sult)
AAEL004558	tRNA (guanine-N(7)-)-methyltransferase subunit wuho 
AAEL004559	synaptosomal associated protein
AAEL004560	conserved hypothetical protein
AAEL004561	conserved hypothetical protein
AAEL004562	DNA polymerase eta
AAEL004563	26S protease regulatory subunit S10b
AAEL004564	conserved hypothetical protein
AAEL004565	ADP-ribosylation factor, arf
AAEL004566	myo inositol monophosphatase
AAEL004567	fermitin, putative
AAEL004568	ADP-ribosylation factor, arf
AAEL004569	hypothetical protein
AAEL004570	conserved hypothetical protein
AAEL004571	o-sialoglycoprotein endopeptidase
AAEL004572	hypothetical protein
AAEL004573	delta(9)-desaturase 2, putative
AAEL004574	SAGA-associated factor 11 homolog 
AAEL004575	beta-galactosidase
AAEL004576	conserved hypothetical protein
AAEL004577	pmp22 peroxisomal membrane protein, putative
AAEL004578	conserved hypothetical protein
AAEL004579	short-chain dehydrogenase
AAEL004580	beta-galactosidase
AAEL004581	conserved hypothetical protein
AAEL004582	beta-galactosidase
AAEL004583	conserved hypothetical protein
AAEL004584	hypothetical protein
AAEL004585	hypothetical protein
AAEL004586	histone deacetylase
AAEL004587	conserved hypothetical protein
AAEL004588	conserved hypothetical protein
AAEL004589	small calcium-binding mitochondrial carrier, putative
AAEL004590	hypothetical protein
AAEL004591	hypothetical protein
AAEL004592	tyrosine-protein kinase src64b
AAEL004593	hypothetical protein
AAEL004594	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (PAPS transporter 2)(Solute carrier family 35 member B3 homolog)
AAEL004595	conserved hypothetical protein
AAEL004596	conserved hypothetical protein
AAEL004597	conserved hypothetical protein
AAEL004598	hypothetical protein
AAEL004599	hypothetical protein
AAEL004600	conserved hypothetical protein
AAEL004601	hypothetical protein
AAEL004602	neurogenic differentiation factor, putative
AAEL004603	signal peptidase 12kDa subunit, putative
AAEL004604	hypothetical protein
AAEL004605	salivary gland-expressed bHLH, putative
AAEL004606	Mod(mdg4)-54.5, putative
AAEL004607	Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) [Includes Adenylyltransferase MOCS3(EC 2.7.7.-)(Sulfur carrier protein MOCS2A adenylyltransferase)(EC 2.7.7.n4);Sulfurtransferase MOCS3(EC 2.8.1.-)(Sulfur carrier protein MOCS2A sulfurtransferase)(EC 2.8.1.n1)]
AAEL004608	hypothetical protein
AAEL004609	hypothetical protein
AAEL004610	hypothetical protein
AAEL004611	hypothetical protein
AAEL004612	hypothetical protein
AAEL004613	phenylalanyl-tRNA synthetase beta chain
AAEL004614	hypothetical protein
AAEL004615	hypothetical protein
AAEL004616	actin
AAEL004617	conserved hypothetical protein
AAEL004618	hypothetical protein
AAEL004619	hypothetical protein
AAEL004620	sorting nexin
AAEL004621	hypothetical protein
AAEL004622	conserved hypothetical protein
AAEL004623	band 4.1-like protein 5, putative
AAEL004624	hypothetical protein
AAEL004625	conserved hypothetical protein
AAEL004626	hypothetical protein
AAEL004627	hypothetical protein
AAEL004628	hypothetical protein
AAEL004629	hypothetical protein
AAEL004630	conserved hypothetical protein
AAEL004631	actin
AAEL004632	conserved hypothetical protein
AAEL004633	nicastrin, putative
AAEL004634	condensin
AAEL004635	hypothetical protein
AAEL004636	hypothetical protein
AAEL004637	hypothetical protein
AAEL004638	conserved hypothetical protein
AAEL004639	histone deacetylase
AAEL004640	hypothetical protein
AAEL004641	conserved hypothetical protein
AAEL004642	hypothetical protein
AAEL004643	mitochondrial ribosomal protein L1
AAEL004644	hypothetical protein
AAEL004645	hypothetical protein
AAEL004646	actin
AAEL004647	hypothetical protein
AAEL004648	hypothetical protein
AAEL004649	hypothetical protein
AAEL004650	hypothetical protein
AAEL004651	multiple ankyrin repeats single kh domain protein
AAEL004652	hypothetical protein
AAEL004653	elongation factor SIII p15 subunit, putative
AAEL004654	sodium/nucleoside cotransporter
AAEL004655	conserved hypothetical protein
AAEL004656	conserved hypothetical protein
AAEL004657	conserved hypothetical protein
AAEL004658	hypothetical protein
AAEL004659	conserved hypothetical protein
AAEL004660	hypothetical protein
AAEL004661	beta-hexosaminidase
AAEL004662	conserved hypothetical protein
AAEL004663	pseudouridylate synthase
AAEL004664	conserved hypothetical protein
AAEL004665	conserved hypothetical protein
AAEL004666	focal adhesion kinase
AAEL004667	conserved hypothetical protein
AAEL004668	septin
AAEL004669	conserved hypothetical protein
AAEL004670	conserved hypothetical protein
AAEL004671	(s)-2-hydroxy-acid oxidase
AAEL004672	conserved hypothetical protein
AAEL004673	conserved hypothetical protein
AAEL004674	pupal cuticle protein 78E, putative
AAEL004675	conserved hypothetical protein
AAEL004676	(s)-2-hydroxy-acid oxidase
AAEL004677	(s)-2-hydroxy-acid oxidase
AAEL004678	rhomboid
AAEL004679	C-Type Lectin (CTL).
AAEL004680	nuclear lamin L1 alpha, putative
AAEL004681	conserved hypothetical protein
AAEL004682	conserved hypothetical protein
AAEL004683	hypothetical protein
AAEL004684	conserved hypothetical protein
AAEL004685	succinate semialdehyde dehydrogenase
AAEL004686	RuvB-like helicase 1 (EC 3.6.4.12)(Pontin)
AAEL004687	otopetrin
AAEL004688	conserved hypothetical protein
AAEL004689	conserved hypothetical protein
AAEL004690	conserved hypothetical protein
AAEL004691	ring finger
AAEL004692	otopetrin
AAEL004693	otopetrin
AAEL004694	munc13-4
AAEL004695	hypothetical protein
AAEL004696	conserved hypothetical protein
AAEL004697	synoviolin
AAEL004698	DNA primase large subunit
AAEL004699	conserved hypothetical protein
AAEL004700	cdkl1/4
AAEL004701	Argininosuccinate synthase (EC 6.3.4.5)(Citrulline--aspartate ligase)
AAEL004702	hypothetical protein
AAEL004703	conserved hypothetical protein
AAEL004704	map kinase-interacting serine/threonine kinase
AAEL004705	conserved hypothetical protein
AAEL004706	conserved hypothetical protein
AAEL004707	conserved hypothetical protein
AAEL004708	2-phosphodiesterase
AAEL004709	protein phosphatase type 2c
AAEL004710	spingomyelin synthetase
AAEL004711	testis specific leucine rich repeat protein
AAEL004712	conserved hypothetical protein
AAEL004713	hypothetical protein
AAEL004714	conserved hypothetical protein
AAEL004715	b-cell translocation protein
AAEL004716	chromodomain helicase DNA binding protein
AAEL004717	cyclin-dependent kinase 5 activator
AAEL004718	hypothetical protein
AAEL004719	predicted protein
AAEL004720	dedicator of cytokinesis protein 9
AAEL004721	hypothetical protein
AAEL004722	GABA-A receptor interacting factor-1, putative
AAEL004723	hypothetical protein
AAEL004725	hypothetical protein
AAEL004726	conserved hypothetical protein
AAEL004727	conserved hypothetical protein
AAEL004728	5-methyltetrahydrofolate:homocysteine methyltransferase
AAEL004729	conserved hypothetical protein
AAEL004730	conserved hypothetical protein
AAEL004731	conserved hypothetical protein
AAEL004732	GPCR Growth Hormone Secretagogue/Neurotensin/Neuromedin/Thyrotropin Releasing Hormone Family
AAEL004733	jun activation domain binding protein
AAEL004734	conserved hypothetical protein
AAEL004735	conserved hypothetical protein
AAEL004736	hypothetical protein
AAEL004737	lim domain binding protein
AAEL004738	methionine aminopeptidase
AAEL004739	acyl-coa dehydrogenase
AAEL004740	35 kDa GTP-binding protein, putative
AAEL004741	aquaporin transporter
AAEL004742	pupal cuticle protein, putative
AAEL004743	multidrug resistance protein 2 (ATP-binding cassette protein c)
AAEL004744	ccaat-binding transcription factor subunit a
AAEL004745	pupal cuticle protein, putative
AAEL004746	structural contituent of cuticle
AAEL004747	pupal cuticle protein, putative
AAEL004748	pupal cuticle protein, putative
AAEL004749	pupal cuticle protein, putative
AAEL004750	nonmuscle myosin heavy chain-A, putative
AAEL004751	pupal cuticle protein, putative
AAEL004752	pupal cuticle protein, putative
AAEL004753	potassium-dependent sodium-calcium exchanger
AAEL004754	hypothetical protein
AAEL004755	3-2-trans-enoyl-CoA isomerase, putative
AAEL004756	vesicle docking protein P115
AAEL004757	cleavage and polyadenylation specificity factor
AAEL004758	pupal cuticle protein, putative
AAEL004759	pupal cuticle protein, putative
AAEL004760	pupal cuticle protein, putative
AAEL004761	serine/threonine-protein kinase MAK
AAEL004762	pupal cuticle protein, putative
AAEL004763	conserved hypothetical protein
AAEL004764	pupal cuticle protein, putative
AAEL004765	pupal cuticle protein, putative
AAEL004766	protein phosphatases pp1 regulatory subunit
AAEL004767	pupal cuticle protein, putative
AAEL004768	hypothetical protein
AAEL004769	pupal cuticle protein, putative
AAEL004770	conserved hypothetical protein
AAEL004771	pupal cuticle protein, putative
AAEL004772	pupal cuticle protein, putative
AAEL004773	leucine carboxyl methyltransferase
AAEL004774	hypothetical protein
AAEL004775	conserved hypothetical protein
AAEL004776	pupal cuticle protein, putative
AAEL004777	GlycoproteinHormone Family
AAEL004778	acyl-coa dehydrogenase
AAEL004779	cyclophilin-10
AAEL004780	pupal cuticle protein, putative
AAEL004781	pupal cuticle protein, putative
AAEL004782	pupal cuticle protein, putative
AAEL004783	Ornithine decarboxylase antizyme (ODC-Az)
AAEL004784	3-2trans-enoyl-CoA isomerase, putative
AAEL004785	potassium-dependent sodium-calcium exchanger
AAEL004786	conserved hypothetical protein
AAEL004787	hypothetical protein
AAEL004788	Osiris, putative
AAEL004789	hypothetical protein
AAEL004790	ubiquitin-protein ligase
AAEL004791	sorting nexin
AAEL004792	hypothetical protein
AAEL004793	dipeptidyl-peptidase
AAEL004794	conserved hypothetical protein
AAEL004795	conserved hypothetical protein
AAEL004796	hypothetical protein
AAEL004797	serine/threonine kinase NLK
AAEL004798	conserved hypothetical protein
AAEL004799	conserved hypothetical protein
AAEL004800	hypothetical protein
AAEL004801	hypothetical protein
AAEL004802	conserved hypothetical protein
AAEL004803	conserved hypothetical protein
AAEL004804	hexaprenyldihydroxybenzoate methyltransferase
AAEL004805	potassium-dependent sodium-calcium exchanger, putative
AAEL004806	conserved hypothetical protein
AAEL004807	conserved hypothetical protein
AAEL004808	conserved hypothetical protein
AAEL004809	conserved hypothetical protein
AAEL004810	hypothetical protein
AAEL004811	conserved hypothetical protein
AAEL004812	Kinesin-like protein unc-104 
AAEL004813	M-phase phosphoprotein, putative
AAEL004814	potassium-dependent sodium-calcium exchanger, putative
AAEL004815	zinc finger protein
AAEL004816	hypothetical protein
AAEL004817	conserved hypothetical protein
AAEL004818	conserved hypothetical protein
AAEL004819	hypothetical protein
AAEL004820	zinc finger protein
AAEL004821	potassium-dependent sodium-calcium exchanger, putative
AAEL004822	conserved hypothetical protein
AAEL004823	Manganese-Iron(Mn-Fe) Superoxide Dismutase.
AAEL004824	conserved hypothetical protein
AAEL004825	potassium-dependent sodium-calcium exchanger, putative
AAEL004826	conserved hypothetical protein
AAEL004827	conserved hypothetical protein
AAEL004828	conserved hypothetical protein
AAEL004829	NADH dehydrogenase, putative
AAEL004830	conserved hypothetical protein
AAEL004831	hypothetical protein
AAEL004832	conserved hypothetical protein
AAEL004833	Diptericin,Anti-Microbial Peptide.
AAEL004834	PHD finger protein
AAEL004835	conserved hypothetical protein
AAEL004836	Sialin, Sodium/sialic acid cotransporter, putative
AAEL004837	hypothetical protein
AAEL004838	conserved hypothetical protein
AAEL004839	cyclin t
AAEL004840	hypothetical protein
AAEL004841	conserved hypothetical protein
AAEL004842	conserved hypothetical protein
AAEL004843	actin
AAEL004844	nervous wreck, putative
AAEL004845	conserved hypothetical protein
AAEL004846	conserved hypothetical protein
AAEL004847	conserved hypothetical protein
AAEL004848	small nuclear ribonucleoprotein, core, putative
AAEL004849	hypothetical protein
AAEL004850	hypothetical protein
AAEL004851	hypothetical protein
AAEL004852	conserved hypothetical protein
AAEL004853	glycerol kinase
AAEL004854	conserved hypothetical protein
AAEL004855	ADP,ATP carrier protein
AAEL004856	conserved hypothetical protein
AAEL004857	conserved hypothetical protein
AAEL004858	conserved hypothetical protein
AAEL004859	ATP-dependent RNA helicase
AAEL004860	acireductone dioxygenase
AAEL004861	peroxisomal integral membrane protein Per8p, putative
AAEL004862	conserved hypothetical protein
AAEL004863	conserved hypothetical protein
AAEL004864	hypothetical protein
AAEL004865	cyclin g
AAEL004866	protein farnesyltransferase beta subunit
AAEL004867	NBP2b protein, putative
AAEL004868	hemomucin
AAEL004869	hypothetical protein
AAEL004870	cytochrome P450
AAEL004871	hypothetical protein
AAEL004872	conserved hypothetical protein
AAEL004873	conserved hypothetical protein
AAEL004874	limd1
AAEL004875	F-box only protein
AAEL004876	guanylate cyclase
AAEL004877	conserved hypothetical protein
AAEL004878	hypothetical protein
AAEL004879	conserved hypothetical protein
AAEL004880	conserved hypothetical protein
AAEL004881	adam
AAEL004882	conserved hypothetical protein
AAEL004883	guanylate cyclase
AAEL004884	hemomucin
AAEL004885	oviductin
AAEL004886	rbm25 protein
AAEL004887	hypothetical protein
AAEL004888	cytochrome P450
AAEL004889	hypothetical protein
AAEL004890	conserved hypothetical protein
AAEL004891	hypothetical protein
AAEL004892	conserved hypothetical protein
AAEL004893	hypothetical protein
AAEL004894	hypothetical protein
AAEL004895	hypothetical protein
AAEL004896	conserved hypothetical protein
AAEL004897	brain chitinase and chia
AAEL004898	conserved hypothetical protein
